monto_transaccion,tiempo_transaccion,ubicacion_comprador,método_pago,historial_compras,número_devoluciones,edad_cuenta,frecuencia_compras,fraude,tipo_fraude
2592.5010697793236,85457.18910119297,0,2,42360.540252889674,5,2821,45,0,no fraude
3811.668606372972,72493.67225537186,1,3,34388.75006236339,3,3046,68,0,no fraude
457.2061322716185,56265.72361753806,1,3,39392.052868321145,0,3402,12,0,no fraude
609.2190300761889,50049.242451658516,0,2,37264.05742487496,5,1779,87,0,no fraude
2242.5625706893957,18739.53259110333,0,3,21739.906731887266,6,287,16,0,no fraude
3112.656092277769,69346.52239101165,0,3,6244.1464429575435,1,2628,62,0,no fraude
4412.328376242364,45890.09302013704,0,1,33239.713451589734,1,1242,97,0,no fraude
4139.04486796449,16641.339449656894,0,0,43167.90653319303,5,2792,52,0,no fraude
415.23597821299876,71636.59285750156,0,0,37652.261882133476,1,1095,74,0,no fraude
607.9358267249196,5068.003914962763,0,0,42694.39744930413,7,3246,2,0,no fraude
11069.98632512026,53551.34434305364,1,0,21951.81237697268,5,399,13,0,no fraude
1160.4117471885281,69339.27429834743,1,2,11952.922640170444,5,3054,5,0,no fraude
614.1749666972729,41490.34847273937,0,2,15720.46615409854,9,3115,94,0,no fraude
1553.021373564359,39398.506963364125,0,2,5815.817866849432,5,1244,93,0,no fraude
2663.677420174552,7377.021622275565,1,2,29493.051879422317,2,2338,37,0,no fraude
4222.9374693738855,68482.50042780291,0,2,8976.978892561665,7,1880,16,0,no fraude
21480.652881380523,68618.26230703306,1,1,29942.31855021792,4,3596,94,0,no fraude
1682.8838484980013,41616.38257317461,1,1,30676.87607922512,0,2322,42,0,no fraude
1484.630334422944,50569.76728429842,0,0,47189.02432766502,2,8,52,0,no fraude
1663.4633562649694,18176.279188960965,1,3,49319.67693526316,4,3536,6,0,no fraude
613.6324045425649,35008.813856253175,1,0,17020.802386389987,5,2850,1,0,no fraude
6887.183564853932,62259.703628784875,1,0,19422.123966372947,2,269,56,0,no fraude
503.8703725302291,21486.26883431175,1,0,35088.583804920396,3,1842,48,0,no fraude
8862.078263478657,75172.31959687406,0,3,17865.32350928642,6,2404,77,0,no fraude
7471.527559885734,41896.03678393734,0,1,3285.0309656687114,1,1862,48,0,no fraude
5643.072923600633,56178.886553220946,0,1,44020.358700034354,5,2310,29,0,no fraude
153.43038270125686,44511.135701462415,1,2,18645.56385182716,5,2781,29,0,no fraude
30334.492852814856,50451.84831741586,0,3,46591.937994564585,5,1888,86,0,no fraude
2205.0078665287224,15335.327508348539,1,2,20320.13245604526,4,863,35,0,no fraude
1989.1942084878817,10763.019751254438,1,0,37070.862911987955,8,755,9,0,no fraude
4935.031175219969,55274.07130888932,0,1,32119.32852741619,0,887,90,0,no fraude
2838.8678544418744,57605.73533789939,0,3,36500.436822088544,0,609,76,0,no fraude
2438.9302051325926,23162.461278813014,0,0,43163.04828033208,8,955,40,0,no fraude
1561.1276564892548,58953.34787250524,1,2,31690.56958218265,0,2528,53,0,no fraude
5391.219815764956,61773.536186207515,0,2,41684.61239491405,2,2683,4,0,no fraude
2141.6703429013864,6267.441944588011,0,3,25287.47718898628,3,2250,73,0,no fraude
671.8693151763977,86399.31245497626,1,2,5232.8581354666285,9,441,99,0,no fraude
4935.887893849202,13187.043336375971,1,1,47851.255947455145,4,3540,76,0,no fraude
1552.2669763344893,72699.77665775747,1,3,34856.91750683666,4,3342,41,0,no fraude
1186.5608609111625,4777.54722407685,0,2,36329.45705438518,5,523,90,0,no fraude
479.6658405925245,58390.40207814439,1,3,248.9396612162853,0,272,72,0,no fraude
2988.5151460131947,20787.80654162328,0,3,38675.98567396096,8,536,74,0,no fraude
1419.6375037993423,36039.52161771298,1,3,35121.43735953357,5,3526,20,0,no fraude
21872.42783976844,60059.374400345914,1,2,29316.79933411938,1,1143,20,0,no fraude
4952.321932946378,84193.52012537184,1,3,25856.970259335816,3,1661,81,0,no fraude
1239.2414124227244,30610.5131996737,1,3,44923.23182765146,1,423,71,0,no fraude
2824.0354473143884,4293.995939824304,1,3,34920.66246234453,5,1719,42,0,no fraude
6239.205104148905,83532.1021875718,0,1,9720.411977904769,7,3325,93,0,no fraude
7764.078664394508,38067.800636139764,0,3,40242.41656537877,9,2631,96,0,no fraude
4037.6235667148394,83848.76162615237,0,2,17720.74922436121,2,1860,91,0,no fraude
8598.31244175627,27381.747835703787,0,3,2789.9301366572536,4,741,95,0,no fraude
5860.891800918515,8756.276115599776,0,2,31922.16191384473,5,2510,74,0,no fraude
1548.9102935597725,20798.30048606196,0,1,8789.354556737544,3,318,31,0,no fraude
1771.0199534346013,58796.975933886904,0,0,4978.236099123862,9,1216,11,0,no fraude
960.057745503124,39262.92069955134,0,0,49804.64554662485,7,304,26,0,no fraude
1009.0840496304157,53684.66271628223,0,3,32794.81083966434,0,2896,99,0,no fraude
4237.25642503989,7463.763378425262,1,0,46288.51906101189,4,2464,15,0,no fraude
7878.64325725,80878.59949857718,1,3,44159.922188765704,5,3091,8,0,no fraude
14452.394519131614,72560.11765780336,1,2,6931.065251002299,3,1999,1,0,no fraude
399.5211212943334,19585.28597622392,0,3,47379.3387197486,0,3192,67,0,no fraude
879.3063524160378,71257.48306463401,1,0,30548.16145371917,4,2181,93,0,no fraude
7605.910675324466,16679.830202636404,1,3,43460.61796525576,4,2381,8,0,no fraude
11160.740569348662,20071.494888444435,1,3,46632.679997212,2,1086,99,0,no fraude
3717.9460664614444,54721.16974483517,1,2,6886.543359552016,7,2240,51,0,no fraude
812.5078637605238,43337.333141202806,0,1,27710.792511058196,1,3022,49,0,no fraude
17329.422789696036,4833.641474584939,0,2,30971.62660864944,4,3205,45,0,no fraude
2803.9535213055133,51564.249746359346,1,1,25747.332577501504,6,3425,16,0,no fraude
787.8398779738665,9586.204017822933,0,0,47468.89468637818,3,3043,18,0,no fraude
3035.867397521942,8813.74696839603,0,0,19538.716378217676,5,2281,15,0,no fraude
2580.461251412059,83189.70328092328,0,1,4839.481737981027,4,1142,28,0,no fraude
985.4808636218048,67168.52531986234,1,2,46033.30890240636,0,2379,38,0,no fraude
1104.4845106605665,51309.82448162673,0,2,43625.48351916372,8,1249,44,0,no fraude
4066.9048049775784,80860.9459149078,1,2,19883.840159336884,2,1321,84,0,no fraude
1931.3119782428664,76886.89157879725,1,3,27024.327901602148,7,3472,43,0,no fraude
6038.780746004557,68633.23073013383,1,2,14366.87832390306,8,38,19,0,no fraude
2132.0989986116883,47061.114629241885,1,2,3999.0861942989563,6,2928,92,0,no fraude
3497.684272242724,63357.09744295775,1,2,26743.359970515256,4,3131,99,0,no fraude
1302.3593807645493,51632.727305087734,1,3,23367.955385266974,3,2893,73,0,no fraude
985.9994954839015,48093.34986324882,1,3,27328.581970098094,4,1379,31,0,no fraude
2967.919431177489,30615.30924802314,0,3,7126.618732747903,6,1854,83,0,no fraude
2276.9437943230855,38517.03519058463,0,1,14325.889534039738,3,699,85,0,no fraude
6374.5967453110015,67473.1946086541,1,2,28354.231841571243,9,1059,64,0,no fraude
4457.164485298467,41309.136201700836,0,0,6974.83448214713,5,874,17,0,no fraude
15344.500817606477,70078.32382700445,1,0,42791.958445875556,5,1735,53,0,no fraude
2932.3652859247645,29195.672554936868,0,1,28940.12355056517,1,1717,38,0,no fraude
3716.028299889067,64582.969814976655,0,3,28702.93850017953,8,2747,63,0,no fraude
5049.634779071187,58615.991695321325,1,1,25543.115235657948,6,127,65,0,no fraude
6714.327346879488,29360.129527616038,0,3,23191.02937316947,8,2880,43,0,no fraude
9853.892356540227,42665.6723653209,0,2,30434.815248694726,8,1376,67,0,no fraude
4217.341772761593,11353.042632474546,1,1,28463.746687324365,5,2162,91,0,no fraude
17836.866407625832,72914.66697446784,0,3,2280.659664128354,9,2356,66,0,no fraude
2131.788388602277,23752.30806339578,1,2,1628.0991075412587,4,3222,23,0,no fraude
13350.21486527042,12874.365814665734,0,1,33531.1106973641,4,2853,11,0,no fraude
378.6227162756608,20570.85658164773,1,1,21904.69399115978,8,2354,23,0,no fraude
1164.5580046850505,67040.46956097605,1,1,33780.86685630858,3,106,33,0,no fraude
7177.16775143723,29815.387346985703,1,3,14994.533474210215,0,2708,34,0,no fraude
9631.139686211061,56767.52641742108,0,1,3937.735340813303,4,1291,81,0,no fraude
13127.230669030438,64724.57732235285,0,1,2520.0331920680887,2,1406,35,0,no fraude
1634.6277162217073,37710.46202672453,1,1,29715.7676635817,3,2977,60,0,no fraude
6122.901851265443,30980.619877371184,0,1,339.7493490684134,3,1036,36,0,no fraude
1805.5719392641095,53973.5590862723,1,2,48208.65696996369,3,1721,65,0,no fraude
10830.917164073378,44735.460806491246,1,1,10024.506333836991,7,2366,98,0,no fraude
1752.9039684991606,61653.69833858582,1,1,45288.213916624314,5,843,96,0,no fraude
1751.3851112116895,31819.98404955776,0,2,3269.8860975108437,9,1277,1,0,no fraude
975.3929282843397,81964.31751709551,1,1,27780.926892486135,7,3058,56,0,no fraude
2330.90078030907,81364.18559418841,0,1,43691.95553146048,7,2985,57,0,no fraude
7846.2773000675725,55697.38510070331,0,2,19491.78478882014,4,913,97,0,no fraude
2183.913018936705,78988.16464102335,0,3,32312.92273987778,4,3178,56,0,no fraude
6578.075050303306,2690.548196171681,1,1,14745.053986653335,0,2793,82,0,no fraude
778.1212289514393,16858.92430213722,0,2,44987.149290774156,4,920,79,0,no fraude
975.4103349244091,64148.23095796448,1,2,31932.970719453824,7,3478,95,0,no fraude
1063.9561838040902,53747.212390529385,1,3,30732.621163511227,2,151,56,0,no fraude
11463.071849317326,12194.813836735222,0,2,724.4708842716718,4,258,89,0,no fraude
1959.0800653561696,79437.59713176257,0,1,15971.885332224423,6,838,77,0,no fraude
11223.85437807372,61359.082324377414,0,2,48410.363903052625,4,3334,37,0,no fraude
1344.8595837481955,51136.999599899376,1,1,45390.27090537725,9,285,66,0,no fraude
2133.7753908743457,59644.13577771838,0,0,49965.620195951626,7,894,94,0,no fraude
2937.436824679927,37659.50173530942,0,3,8531.2980996538,4,3388,27,0,no fraude
1336.3839904191746,57707.79656363107,0,3,19657.169375621354,1,1888,72,0,no fraude
1388.7381317472684,1427.8329046963258,1,2,20279.495308461992,2,958,74,0,no fraude
5222.776971860415,73104.77304748692,0,3,10738.60066860739,3,2796,72,0,no fraude
823.8597371242686,32099.905933468686,1,1,35320.68500277673,8,3456,35,0,no fraude
2895.9059717553064,46349.35953885436,1,0,49196.560369364764,0,2141,85,0,no fraude
13377.555941745517,14234.973915752105,0,3,20150.688305417076,2,2657,26,0,no fraude
2180.569303284304,62031.455019331166,1,2,49582.419419386664,6,637,89,0,no fraude
3876.0091318329096,76834.69543853479,0,3,47952.523003104376,8,949,22,0,no fraude
1530.5713471836764,73536.91341813332,1,2,2931.8940520757174,0,1188,23,0,no fraude
3012.0807719362147,37891.65503762281,1,3,25637.739996780852,2,2845,37,0,no fraude
4025.0269745731275,17085.125475222416,1,3,2706.2800293743585,7,2626,78,0,no fraude
2901.7930534738043,49722.3423599912,1,3,4683.490514895161,1,2233,31,0,no fraude
1170.343017918837,60657.71906563573,1,1,42200.231728499035,0,3599,93,0,no fraude
11412.606445234034,21483.540124803905,0,0,40549.61466556669,0,222,7,0,no fraude
5756.83449626714,17276.079142535997,1,3,42367.35195413993,7,1726,90,0,no fraude
10205.129899598876,78409.56266260706,0,1,16150.312124965738,9,3457,88,0,no fraude
900.4031246413939,47801.689368037834,0,3,4705.595040143267,0,2667,37,0,no fraude
632.0375697975185,69421.0800330062,0,3,28084.32288890827,6,2405,42,0,no fraude
8745.471349490594,79599.45910180893,0,0,27818.78846551701,1,3225,88,0,no fraude
1889.8574665116805,4183.296286079525,0,2,1680.3346091267601,1,1769,49,0,no fraude
3544.6011634447573,58957.69548997102,0,2,13878.301981487284,2,2450,16,0,no fraude
3740.7240909121633,20277.527617068303,0,2,46492.64395146305,1,2172,45,0,no fraude
1464.3936097273847,67217.72992413075,0,3,28299.70612962821,7,1476,0,0,no fraude
12304.577594539609,80504.44223173447,1,2,22618.034174243512,3,1359,40,0,no fraude
703.2469810097853,9238.305141908819,1,1,3295.161371291222,4,1302,74,0,no fraude
1251.9208528327742,2082.361746234103,1,2,37664.17685432633,3,1341,10,0,no fraude
6830.981084340045,80301.05827806884,1,3,7049.31209141677,2,581,82,0,no fraude
18146.528212650657,47966.741312247024,1,3,9371.775550299528,3,2603,20,0,no fraude
9990.29277814487,80577.46370116695,0,1,13224.291348858196,7,191,85,0,no fraude
5538.3643383733415,53492.782303770044,0,3,13388.226691702475,3,2247,77,0,no fraude
791.1907141363828,52426.113205663285,1,3,49944.67210488332,1,2135,79,0,no fraude
1097.3986206570942,35012.78796401215,1,2,37024.773428718356,2,688,69,0,no fraude
13943.843113471574,53878.87530856403,0,0,44036.16880668681,6,1635,95,0,no fraude
4882.037347091268,37221.737578162145,0,3,47517.94370605853,0,3388,94,0,no fraude
2602.254317898932,59055.52449545206,0,1,40392.98650995778,7,2778,95,0,no fraude
561.9517129150743,69905.2853024373,0,3,13034.993879266503,4,2632,89,0,no fraude
910.793510178295,22871.731305506266,1,3,10418.667123066816,8,2983,16,0,no fraude
2860.376785205362,16785.294841977924,1,2,30684.718857972428,3,2421,16,0,no fraude
1957.9331360937472,47852.011159814574,0,2,44240.47952122789,1,1947,26,0,no fraude
7185.4075613654895,18109.638034112155,1,3,44307.4826348493,2,30,47,0,no fraude
1699.6164732958657,77720.95930557545,1,0,19338.656668862895,9,2681,80,0,no fraude
4171.883547858803,77334.61600961679,0,1,24955.241788691244,0,998,53,0,no fraude
3949.5484604012254,9161.486119902655,0,2,22577.749317937483,9,3300,3,0,no fraude
6335.424284595244,80079.64524157703,0,3,5507.717971314419,9,1904,3,0,no fraude
631.9336390426216,41147.00799581855,0,0,25727.247261731733,4,3508,24,0,no fraude
7875.295590319758,63641.84489836661,0,2,8748.338133136418,3,2746,31,0,no fraude
1936.1450675388796,46677.27391900706,1,1,47008.71670723763,8,2822,99,0,no fraude
4281.353817195488,5860.199879774717,0,3,38236.565228833075,8,1815,65,0,no fraude
5976.185442657866,26267.806355022454,1,2,13532.317402924193,6,531,19,0,no fraude
1987.9279124123268,24256.5960853722,0,1,4198.063817538638,4,1640,32,0,no fraude
1865.8650731731252,32314.24969099105,0,3,29188.052278560022,0,1143,72,0,no fraude
10147.487410439187,66998.38737990783,0,3,13394.963114544073,3,2108,16,0,no fraude
3467.2563373915527,18585.642077306555,0,1,42628.81594050756,1,611,54,0,no fraude
2678.5436996031976,73984.28688566844,1,2,38612.029166400396,6,649,86,0,no fraude
3821.786330171309,11941.70756318999,1,2,14680.684854124203,4,3067,11,0,no fraude
12520.059527334695,51283.56415123972,1,2,39421.69957806262,2,2624,42,0,no fraude
5133.173581026448,53789.908123176145,0,2,10470.09311284019,8,1047,48,0,no fraude
615.8058481798616,42859.94016454723,0,0,39034.145575412374,8,733,14,0,no fraude
11913.62261177197,66620.91118411244,1,1,48148.01752977367,0,2101,9,0,no fraude
3150.1307614517723,71764.10083670802,1,1,12713.19305483371,9,345,19,0,no fraude
7498.162884646319,55135.07722054079,1,3,22504.489878810597,6,1708,45,0,no fraude
3833.270403002795,68271.97082699185,0,3,42391.07157659061,2,2602,60,0,no fraude
8392.155703657212,4602.911644287238,0,3,3696.3251407934385,2,63,89,0,no fraude
1076.3852453300228,21444.283350775975,0,3,29572.450053793975,5,748,95,0,no fraude
2288.666007074431,22522.17084707328,1,3,45768.86066396657,4,415,80,0,no fraude
3395.7263669259996,9485.121749629152,1,0,33735.52085895306,5,272,94,0,no fraude
3386.7722104537456,60459.87890774129,1,1,2704.406466486786,4,622,11,0,no fraude
14891.62475232998,68028.79234607561,0,1,8605.282293897071,0,2947,75,0,no fraude
969.3063738555281,66192.55601204342,1,2,32670.355031656178,1,2427,32,0,no fraude
8887.197566236888,340.7529974311686,0,3,6849.880875846948,4,679,51,0,no fraude
1554.1942684965818,40219.31158569362,0,2,3401.9162714640006,8,739,29,0,no fraude
2203.5377434915627,4143.670599293918,0,1,6294.447816112003,6,436,69,0,no fraude
7491.114984428245,59686.2270341617,0,0,16011.02019128572,0,2080,62,0,no fraude
6715.261904592552,59988.914647637255,1,0,42812.05773587133,3,2908,23,0,no fraude
3952.590738074078,36562.337822272704,1,3,38492.597061226865,9,2890,57,0,no fraude
1612.5571268595038,24184.902712489817,1,3,37911.04269032747,6,2508,92,0,no fraude
2584.0598521009933,59447.747122740795,0,1,43007.703962771986,3,1208,70,0,no fraude
944.6373198522441,12775.547135077068,1,3,42628.10792814358,9,2360,13,0,no fraude
929.3362395596564,67503.49207699124,1,3,10914.865183677419,7,1806,42,0,no fraude
3243.689794858182,65707.42390692615,0,2,37608.493353121594,5,2779,27,0,no fraude
1655.4809911484554,36886.58379914645,0,1,27678.528879930414,3,496,90,0,no fraude
5857.574255315877,17318.12063527551,0,1,30662.989607804884,0,677,50,0,no fraude
554.4802652659899,1124.8236928037943,1,1,41433.83443131392,9,2963,59,0,no fraude
4047.9263815981626,79973.8036652739,1,3,23436.179566310737,6,3267,53,0,no fraude
2157.972186806799,31716.39943038923,0,0,33011.660046580415,4,742,51,0,no fraude
4282.712570102526,73508.9341051631,0,0,44023.88109478742,7,107,43,0,no fraude
2329.1005946066116,43152.03003692035,1,0,2451.148773437667,7,106,0,0,no fraude
900.9057185988343,43653.35146176574,0,3,6374.303647990787,5,3178,84,0,no fraude
13850.286283761241,18503.880591006124,1,0,25038.39865549,5,3599,64,0,no fraude
504.5820009736969,56129.64184961785,0,0,15897.286668544091,0,1491,87,0,no fraude
9979.194323391048,7436.511884423999,0,0,13183.777429879567,6,2817,11,0,no fraude
2780.9416216244035,4881.117184325998,0,3,44520.99308631901,2,531,13,0,no fraude
2082.979558557231,78202.32700311585,0,1,21443.56403646972,0,2185,14,0,no fraude
3644.7907900709415,78345.79038571537,0,1,47573.58393765934,2,2735,66,0,no fraude
3400.805152944606,1305.7252855884062,1,2,49257.341213813525,4,1747,13,0,no fraude
255.1446321957107,32855.8771611795,1,3,5906.105742369644,9,1658,30,0,no fraude
344.0307574885026,63544.02283534521,0,1,15118.766167676213,9,1477,46,0,no fraude
1022.6311996881915,41288.69777236879,0,3,47216.68316949702,3,126,4,0,no fraude
1607.9482929899457,62319.855190975446,0,3,2801.0482274524684,6,3469,38,0,no fraude
2886.9403152794225,36551.29548315461,1,1,47519.66921199596,4,3352,40,0,no fraude
1168.8384936663933,49488.93219134064,1,3,43853.21333181106,8,1631,24,0,no fraude
7345.807844583186,60899.56959806641,0,1,41260.2346149095,6,3597,5,0,no fraude
6808.5373381940335,83867.97961074978,0,0,40357.013108196785,1,152,3,0,no fraude
7999.078815436536,23085.743545782174,1,3,41241.170750930476,7,2715,23,0,no fraude
990.4514236630852,32610.055103399154,1,0,34047.82191610413,1,2951,79,0,no fraude
873.7873166924795,17026.867933025896,0,2,1773.4029191223244,4,150,23,0,no fraude
1998.5609367408815,33703.31235929658,1,3,23689.079689478833,2,886,31,0,no fraude
8728.231165909998,17262.466710910572,1,2,5170.861353112222,6,1920,63,0,no fraude
6413.353528792044,32973.67758204711,0,0,35430.69615828618,0,2934,75,0,no fraude
3173.0450095778588,77828.6487674256,0,1,47552.352153615284,6,3523,42,0,no fraude
3246.969083010174,29266.32324880463,1,1,11925.417338354788,1,2947,77,0,no fraude
19577.160726794235,7252.017901478746,1,1,3562.636024186505,4,1584,1,0,no fraude
373.45283951887654,47532.896593377314,1,3,23772.765361892718,6,2245,75,0,no fraude
600.1808472744517,2657.796185554324,0,2,49480.137227418454,1,3569,3,0,no fraude
26132.700909809108,75224.17848320442,0,2,46124.360959438134,1,744,74,0,no fraude
1441.3614073911565,72359.68972571786,1,0,428.4460455065198,0,2590,66,0,no fraude
8190.661418804619,5281.836933754541,0,2,48774.837204516225,3,1750,50,0,no fraude
1264.6587102006263,46511.765419673946,0,3,46395.317994067096,9,1984,0,0,no fraude
13818.004710111503,48475.86955675853,0,1,25989.890998495306,5,1521,31,0,no fraude
4319.31408802159,51254.80769846601,0,1,3103.463222427616,7,668,30,0,no fraude
4304.259312215805,10226.44860658343,1,1,23203.705778061823,0,1310,28,0,no fraude
8918.568951061823,24623.071504101943,0,1,45934.51404336934,3,1363,53,0,no fraude
9380.992722924502,65752.2045243619,0,1,15732.18143132224,1,2069,68,0,no fraude
1164.6371137951191,15010.552503715098,0,3,45555.13163545732,3,3504,65,0,no fraude
1727.9177576412671,16430.22731775015,1,0,25329.62298603586,9,2541,54,0,no fraude
2052.8744787365117,27102.8343873969,0,1,23201.281420299736,5,452,62,0,no fraude
2875.7830585493175,50730.086271531996,0,2,13866.883477149173,5,2596,38,0,no fraude
2611.8353567792456,83234.70087602784,0,2,47740.51107313903,8,1071,23,0,no fraude
12510.870996671603,68932.74041758841,0,2,44673.43106247279,8,3438,20,0,no fraude
1326.6777951914135,21723.202325045153,1,0,24125.31197762456,6,3463,53,0,no fraude
1893.6167095574776,23575.028933450507,0,2,15257.886815689531,7,91,13,0,no fraude
6403.497456334705,6005.206477276779,1,3,48522.68163277614,0,730,75,0,no fraude
6289.339678431822,39858.36841419025,1,2,14362.16713996763,2,1169,52,0,no fraude
1728.4363365693566,23010.120277797338,1,0,24951.900463364447,7,1140,60,0,no fraude
12464.306978238583,39402.36468373559,1,2,8588.161168444685,7,445,17,0,no fraude
11659.013842386961,66504.220546516,0,1,47810.569361427035,6,3285,44,0,no fraude
4453.21412969571,14547.800882698257,0,0,25263.205236811296,7,417,29,0,no fraude
7458.716754070027,11022.50627759829,1,3,4350.626477567804,1,2329,42,0,no fraude
5435.612264041797,16922.82169213551,0,3,33034.83387431241,3,627,78,0,no fraude
592.9815161565734,53339.11098016188,1,3,9036.10320738798,3,2321,44,0,no fraude
8524.114246139934,75615.01756364718,0,0,21816.14377511831,3,3586,12,0,no fraude
825.022920672694,17970.43754543717,0,3,19634.724970587453,9,1772,89,0,no fraude
40208.519814586994,56814.81236084783,1,1,16763.687613474976,9,1393,5,0,no fraude
2959.4073318216815,25488.46168872466,0,3,28261.460276260914,3,2940,68,0,no fraude
1609.6100211882567,16457.586061412276,0,2,35905.06950337452,3,700,79,0,no fraude
2969.6395664339284,8011.157170050809,1,2,18430.362640199655,6,2254,38,0,no fraude
1037.070678455581,36423.98314213945,1,0,13561.715092312104,1,2117,3,0,no fraude
1968.6114428840847,62583.932695485826,1,2,19537.389717257327,7,2305,88,0,no fraude
2771.797765690376,30789.802819566117,0,2,17540.90457303032,6,553,35,0,no fraude
4367.882888026256,7906.632932510187,0,1,35620.43100162876,4,2933,35,0,no fraude
985.4347821543556,10474.633996344259,1,0,11883.116355302192,5,1812,19,0,no fraude
9974.001330693105,41858.433847439046,0,2,35234.53688976762,8,1367,11,0,no fraude
2378.781401318598,58409.95545344071,0,3,44275.99562523472,0,3649,90,0,no fraude
3035.244475984004,67939.91717732226,0,1,40075.50258623365,6,798,14,0,no fraude
2606.716527818954,79399.95666258907,1,0,11237.05830175164,2,2768,10,0,no fraude
2395.361745195953,8331.066409681282,1,3,7501.032374422712,6,695,51,0,no fraude
4439.126396076349,43375.28136981937,1,1,45532.99828619753,3,428,73,0,no fraude
4274.336951974202,62362.50004011898,0,3,42349.118381303415,2,164,22,0,no fraude
1266.69171442065,60624.168161117814,1,0,5822.144277856456,2,1379,77,0,no fraude
4410.516545573189,27744.310952994747,1,2,9371.084662517003,3,790,13,0,no fraude
1969.3053330944597,70098.45467559311,1,1,21417.352548193285,3,2885,39,0,no fraude
777.1660197449954,71248.82348378148,1,2,29325.56612531713,0,1087,49,0,no fraude
5676.69097909576,15863.624541300891,0,2,41491.085243172274,9,847,74,0,no fraude
2322.1003722488485,75048.04153481436,1,1,28095.26615692442,6,128,57,0,no fraude
1160.9995888346446,17746.348330864963,0,2,35714.60601056639,7,1590,16,0,no fraude
518.8950460047487,20310.564384095658,1,0,20906.53790808384,3,1605,42,0,no fraude
456.02022596418465,59823.79022436806,0,2,3158.916223284791,5,3298,37,0,no fraude
1198.140858578951,7258.068789257979,1,1,48204.30159418113,3,2637,21,0,no fraude
3315.0144577477913,46122.901260785016,0,1,21070.593053093096,3,3378,62,0,no fraude
1428.1660591912143,40806.03381356366,1,0,16659.06142372163,9,1912,40,0,no fraude
2340.2330269917084,1268.7205850429116,0,2,11110.368992617297,9,2717,32,0,no fraude
38580.52750393254,63437.992443366915,1,2,12358.820695307239,9,2934,72,0,no fraude
14091.889513442578,17412.405108810697,1,3,22261.687856608376,4,185,92,0,no fraude
2076.17598561294,732.4376148706058,1,3,40495.71682329956,7,1910,18,0,no fraude
4475.759732051671,33005.08740143588,1,3,16289.3637044689,2,578,33,0,no fraude
4039.603417271502,5378.9453850036025,0,1,47645.84413464978,6,3239,82,0,no fraude
1117.5708631648624,14325.480948569562,1,0,43038.27860892614,0,1188,50,0,no fraude
4119.357008477039,9898.788465530006,0,2,18408.18576376851,8,1273,58,0,no fraude
3877.1361044836,16021.913342456593,1,3,33695.206273193406,3,1022,51,0,no fraude
1745.2826769629708,73589.93954547959,0,3,29260.8298592674,4,1585,6,0,no fraude
9791.632304452116,72474.37565079807,1,1,25263.65849528148,4,2376,95,0,no fraude
2709.35829121548,45552.757034242335,1,3,33675.70254796933,2,2080,37,0,no fraude
1649.458836441945,27567.17493888894,1,2,36581.92466925197,5,1303,94,0,no fraude
1955.560087111461,62355.60565094698,0,3,27966.15730809979,8,1356,9,0,no fraude
1087.5839246048565,42928.211416871694,0,2,1124.5796853057877,1,3125,9,0,no fraude
823.8597371242686,32099.905933468686,1,1,35320.68500277673,8,3456,35,0,no fraude
2885.585652886405,33939.027806523845,1,1,35152.185196528866,0,1782,40,0,no fraude
2672.1293250785625,33478.748701124445,1,1,10886.30735290847,7,1877,61,0,no fraude
2573.4379260723763,85672.78786326118,1,0,4358.74896555083,2,172,39,0,no fraude
19892.877176651094,45346.088120111584,0,2,28600.390618124216,2,1766,0,0,no fraude
1127.4365053719964,2532.8567940288794,1,2,19957.63365638503,8,3332,74,0,no fraude
4996.916562230371,77944.14180838878,0,3,27988.88793701183,2,1647,39,0,no fraude
5492.908348708845,3742.8697572057354,0,0,43665.16436671113,7,2136,41,0,no fraude
4410.516545573189,27744.310952994747,1,2,9371.084662517003,3,790,13,0,no fraude
905.1722850553775,71123.40388858478,0,2,33538.19833469302,4,203,90,0,no fraude
1498.8861993430226,43321.37097538911,0,1,47229.1248917319,4,3355,27,0,no fraude
2762.9893147346206,85753.32745255528,1,2,5954.939574164214,5,1577,54,0,no fraude
2136.787664507584,78961.48388116069,0,3,3581.845010872525,3,1829,38,0,no fraude
2255.9626465880547,54812.3049213226,0,2,17197.40069034789,6,118,12,0,no fraude
2946.608761456817,56040.956505445625,0,2,29244.06912471257,2,2899,23,0,no fraude
9781.647211420956,36083.25328010002,1,3,15676.219147868287,6,2348,89,0,no fraude
18654.16508327987,2159.0026182933725,1,1,26749.168710819606,9,2502,79,0,no fraude
2300.99064935454,45004.50245601589,1,3,33999.81190367395,9,2089,50,0,no fraude
6245.778602655279,44963.2605117346,1,2,48027.01664367795,2,1433,16,0,no fraude
3969.9004222458348,4986.47983872616,0,0,35111.73082099528,5,2703,45,0,no fraude
1585.4085992810953,14695.558701597702,0,3,42882.912279420016,8,2310,77,0,no fraude
1377.2379860011297,14407.9709587738,0,1,49325.59120696837,9,240,69,0,no fraude
10073.093872142239,23902.85240854233,1,1,39359.13174285653,9,2978,58,0,no fraude
2012.715487139714,34655.26881750935,1,3,45270.73016118357,4,2459,52,0,no fraude
1826.3985409367974,39698.58865958669,1,3,28914.15741076008,3,118,68,0,no fraude
16555.65176859383,15255.693557528979,0,0,17092.816765288066,6,1155,5,0,no fraude
878.936799226975,54317.94454073153,1,0,46916.19082387927,7,1761,47,0,no fraude
